T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
600,Paraguay,2024,Major trading partner 2 (% of imports),Brazil,,24.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2015,Major trading partner 3 (% of exports),Chile,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2020,Major trading partner 3 (% of exports),Chile,,9.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2024,Major trading partner 3 (% of exports),Chile,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2015,Major trading partner 3 (% of imports),Argentina,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2020,Major trading partner 3 (% of imports),Argentina,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
600,Paraguay,2024,Major trading partner 3 (% of imports),Argentina,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 1 (% of exports),China,,22.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 1 (% of exports),China,,28.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 1 (% of exports),China,,36.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 1 (% of imports),China,,22.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 1 (% of imports),China,,28.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 1 (% of imports),China,,25.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 2 (% of exports),United States,,15.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 2 (% of exports),United States,,16.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 2 (% of exports),United States,,14.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 2 (% of imports),United States,,20.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 2 (% of imports),United States,,18.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 2 (% of imports),United States,,21.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 3 (% of exports),Canada,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 3 (% of exports),Canada,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 3 (% of exports),Canada,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2015,Major trading partner 3 (% of imports),Brazil,,5.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2020,Major trading partner 3 (% of imports),Brazil,,5.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
604,Peru,2024,Major trading partner 3 (% of imports),Brazil,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 1 (% of exports),United States,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 1 (% of exports),United States,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 1 (% of exports),United States,,16.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 1 (% of imports),China,,16.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 1 (% of imports),China,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 1 (% of imports),China,,25.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 2 (% of exports),Japan,,21.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 2 (% of exports),Japan,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 2 (% of exports),Japan,,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 2 (% of imports),Indonesia,,4.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 2 (% of imports),Indonesia,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 2 (% of imports),Indonesia,,8.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 3 (% of exports),"China, Hong Kong SAR",,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 3 (% of exports),"China, Hong Kong SAR",,14.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 3 (% of exports),"China, Hong Kong SAR",,13.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2015,Major trading partner 3 (% of imports),Japan,,9.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2020,Major trading partner 3 (% of imports),Japan,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
608,Philippines,2024,Major trading partner 3 (% of imports),Japan,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 1 (% of exports),Germany,,26.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 1 (% of exports),Germany,,29.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 1 (% of exports),Germany,,27.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 1 (% of imports),Germany,,22.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 1 (% of imports),Germany,,21.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 1 (% of imports),Germany,,19.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 2 (% of exports),Czechia,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 2 (% of exports),Czechia,,5.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 2 (% of exports),Czechia,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 2 (% of imports),China,,11.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 2 (% of imports),China,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 2 (% of imports),China,,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 3 (% of exports),France,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 3 (% of exports),France,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 3 (% of exports),France,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2015,Major trading partner 3 (% of imports),United States,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2020,Major trading partner 3 (% of imports),United States,,3.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
616,Poland,2024,Major trading partner 3 (% of imports),United States,,5.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 1 (% of exports),Spain,,24.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 1 (% of exports),Spain,,25.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 1 (% of exports),Spain,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 1 (% of imports),Spain,,33.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 1 (% of imports),Spain,,32.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 1 (% of imports),Spain,,33.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 2 (% of exports),Germany,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 2 (% of exports),Germany,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 2 (% of exports),Germany,,12.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 2 (% of imports),Germany,,12.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 2 (% of imports),Germany,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 2 (% of imports),Germany,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 3 (% of exports),France,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 3 (% of exports),France,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 3 (% of exports),France,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2015,Major trading partner 3 (% of imports),France,,7.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2020,Major trading partner 3 (% of imports),France,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
620,Portugal,2024,Major trading partner 3 (% of imports),France,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 1 (% of exports),China,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 1 (% of exports),China,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 1 (% of exports),China,,19.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 1 (% of imports),United States,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 1 (% of imports),United States,,17.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 1 (% of imports),United States,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 2 (% of exports),Republic of Korea,,17.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 2 (% of exports),Republic of Korea,,12.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 2 (% of exports),Republic of Korea,,12.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 2 (% of imports),China,,11.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 2 (% of imports),China,,14.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 2 (% of imports),China,,14.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 3 (% of exports),India,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 3 (% of exports),India,,14.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 3 (% of exports),India,,12.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2015,Major trading partner 3 (% of imports),Italy,,4.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2020,Major trading partner 3 (% of imports),Italy,,4.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
634,Qatar,2024,Major trading partner 3 (% of imports),Italy,,6.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 1 (% of exports),China,,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 1 (% of exports),China,,25.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 1 (% of exports),China,,19.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 1 (% of imports),China,,20.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 1 (% of imports),China,,23.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 1 (% of imports),China,,22.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 2 (% of exports),Papua New Guinea,,13.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 2 (% of exports),Papua New Guinea,,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 2 (% of exports),Papua New Guinea,,18.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 2 (% of imports),Papua New Guinea,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 2 (% of imports),Papua New Guinea,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 2 (% of imports),Papua New Guinea,,11.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 3 (% of exports),Viet Nam,,5.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 3 (% of exports),Viet Nam,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 3 (% of exports),Viet Nam,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2015,Major trading partner 3 (% of imports),Japan,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2020,Major trading partner 3 (% of imports),Japan,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
410,Republic of Korea,2024,Major trading partner 3 (% of imports),Japan,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 1 (% of exports),Romania,,22.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 1 (% of exports),Romania,,28.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 1 (% of exports),Romania,,32.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 1 (% of imports),Romania,,13.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 1 (% of imports),Romania,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 1 (% of imports),Romania,,16.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 2 (% of exports),Ukraine,,2.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 2 (% of exports),Ukraine,,2.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 2 (% of exports),Ukraine,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 2 (% of imports),China,,9.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 2 (% of imports),China,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 2 (% of imports),China,,13.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 3 (% of exports),Italy,,10.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 3 (% of exports),Italy,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 3 (% of exports),Italy,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2015,Major trading partner 3 (% of imports),Ukraine,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2020,Major trading partner 3 (% of imports),Ukraine,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
498,Republic of Moldova,2024,Major trading partner 3 (% of imports),Ukraine,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 1 (% of exports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 1 (% of exports),Germany,,22.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 1 (% of exports),Germany,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 1 (% of imports),Germany,,19.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 1 (% of imports),Germany,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 1 (% of imports),Germany,,18.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 2 (% of exports),Italy,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 2 (% of exports),Italy,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 2 (% of exports),Italy,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 2 (% of imports),Italy,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 2 (% of imports),Italy,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 2 (% of imports),Italy,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 3 (% of exports),France,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 3 (% of exports),France,,6.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 3 (% of exports),France,,6.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2015,Major trading partner 3 (% of imports),Hungary,,7.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2020,Major trading partner 3 (% of imports),Hungary,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
642,Romania,2024,Major trading partner 3 (% of imports),Hungary,,6.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 1 (% of exports),China,,8.3,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2020,Major trading partner 1 (% of exports),China,,14.6,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 1 (% of exports),China,,31.3,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 1 (% of imports),China,,19.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2020,Major trading partner 1 (% of imports),China,,23.7,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2024,Major trading partner 1 (% of imports),China,,54.4,"Estimate.;Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
643,Russian Federation,2015,Major trading partner 2 (% of exports),India,,1.3,"Russian data provided by the Russian Federation. Includes statistical data for the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine, temporarily occupied by the Russian Federation.","United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
